title,type,text
THOUSAND NIGHTS AND A NIGHT ,Fantasy,bidding the slaves admit no man to him. When night came on he
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"summoned his Wazir and said to him, Sit thou in my stead and let"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,none wot of my absence till the term of three days. Then the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,brothers disguised themselves and returned by night with all
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"secrecy to the palace, where they passed the dark hours: and at"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,dawn they seated themselves at the lattice overlooking the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"pleasure grounds, when presently the Queen and her handmaids came"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"out as before, and passing under the windows made for the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"fountain. Here they stripped, ten of them being men to ten women,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and the King's wife cried out, Where art thou, O Saeed? The"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"hideous blackamoor dropped from the tree straightway; and,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"rushing into her arms without stay or delay, cried out, I am"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Sa'ad al Din Saood![FN#11] The lady laughed heartily, and all"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"fell to satisfying their lusts, and remained so occupied for a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"couple of hours, when the white slaves rose up from the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,handmaidens' breasts and the blackamoor dismounted from the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Queen's bosom: then they went into the basin and, after"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"performing the Ghusl, or complete ablution, donned their dresses"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and retired as they had done before. When King Shahryar saw this
THOUSAND NIGHTS AND A NIGHT ,Fantasy,infamy of his wife and concubines he became as one distraught and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"he cried out, Only in utter solitude can man be safe from the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"doings of this vile world! By Allah, life is naught but one great"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"wrong. Presently he added, Do not thwart me, O my brother, in"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"what I propose; and the other answered, I will not. So he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"said, Let us up as we are and depart forthright hence, for we"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"have no concern with Kingship, and let us overwander Allah's"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"earth, worshipping the Almighty till we find some one to whom the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,like calamity hath happened; and if we find none then will death
THOUSAND NIGHTS AND A NIGHT ,Fantasy,be more welcome to us than life. So the two brothers issued from
THOUSAND NIGHTS AND A NIGHT ,Fantasy,a second private postern of the palace; and they never stinted
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"wayfaring by day and by night, until they reached a tree a middle"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,of a meadow hard by a spring of sweet water on the shore of the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,salt sea. Both drank of it and sat down to take their rest; and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,when an hour of the day had gone by: lo! they heard a mighty roar
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and uproar in the middle of the main as though the heavens were
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"falling upon the earth; and the sea brake with waves before them,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and from it towered a black pillar, which grew and grew till it"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"rose skywards and began making for that meadow. Seeing it, they"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"waxed fearful exceedingly and climbed to the top of the tree,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,which was a lofty; whence they gazed to see what might be the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"matter. And behold, it was a Jinni,[FN#12] huge of height and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"burly of breast and bulk, broad of brow and black of blee,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"bearing on his head a coffer of crystal. He strode to land,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"wading through the deep, and coming to the tree whereupon were"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the two Kings, seated himself beneath it. He then set down the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"coffer on its bottom and out it drew a casket, with seven"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"padlocks of steel, which he unlocked with seven keys of steel he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"took from beside his thigh, and out of it a young lady to come"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"was seen, white-skinned and of winsomest mien, of stature fine"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and thin, and bright as though a moon of the fourteenth night she"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"had been, or the sun raining lively sheen. Even so the poet"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Utayyah hath excellently said:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,She rose like the morn as she shone through the night * And she
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     gilded the grove with her gracious sight:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,From her radiance the sun taketh increase when * She unveileth
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     and shameth the moonshine bright.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Bow down all beings between her hands * As she showeth charms
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     with her veil undight.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,And she foodeth cities[FN#13] with torrent tears * When she
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     flasheth her look of levee light.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,The Jinni seated her under the tree by his side and looking at
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"her said, O choicest love of this heart of mine! O dame of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"noblest line, whom I snatched away on thy bride night that none"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,might prevent me taking thy maidenhead or tumble thee before I
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"did, and whom none save myself hath loved or hath enjoyed: O my"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,sweetheart! I would fief sleep a little while. He then laid his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"head upon the lady's thighs; and, stretching out his legs which"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"extended down to the sea, slept and snored and sparked like the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,roll of thunder. Presently she raised her head towards the tree
THOUSAND NIGHTS AND A NIGHT ,Fantasy,top and saw the two Kings perched near the summit; then she
THOUSAND NIGHTS AND A NIGHT ,Fantasy,softly lifted off her lap the Jinni's pate which she was tired of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,supporting and placed it upon the ground; then standing upright
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"under the tree signed to the Kings, Come ye down, ye two, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,fear naught from this Ifrit.[FN#14] They were in a terrible
THOUSAND NIGHTS AND A NIGHT ,Fantasy,fright when they found that she had seen them and answered her in
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the same manner, Allah upon thee[FN#15] and by thy modesty, O"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"lady, excuse us from coming down! But she rejoined by saying,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Allah upon you both, that ye come down forthright, and if ye"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"come not, I will rouse upon you my husband, this Ifrit, and he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,shall do you to die by the illest of deaths; and she continued
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"making signals to them. So, being afraid, they came down to her"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and she rose be fore them and said, Stroke me a strong stroke,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"without stay or delay, otherwise will I arouse and set upon you"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"this Ifrit who shall slay you straightway. They said to her, O"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"our lady, we conjure thee by Allah, let us off this work, for we"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,are fugitives from such and in extreme dread and terror of this
THOUSAND NIGHTS AND A NIGHT ,Fantasy,thy husband. How then can we do it in such a way as thou
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"desires? Leave this talk: it needs must be so; quoth she, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"she swore them by Him[FN#16] who raised the skies on high,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"without prop or pillar, that, if they worked not her will, she"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,would cause them to be slain and cast into the sea. Whereupon out
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of fear King Shahryar said to King Shah Zaman, O my brother, do"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thou what she biddeth thee do; but he replied, I will not do it"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,till thou do it before I do. And they began disputing about
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"futtering her. Then quoth she to the twain, How is it I see you"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,disputing and demurring; if ye do not come forward like men and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"do the deed of kind ye two, I will arouse upon you the If rit."
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"At this, by reason of their sore dread of the Jinni, both did by"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"her what she bade them do; and, when they had dismounted from"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"her, she said, Well done! She then took from her pocket a purse"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and drew out a knotted string, whereon were strung five hundred"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and seventy[FN#17] seal rings, and asked, Know ye what be"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"these? They answered her saying, We know not! Then quoth she;"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,These be the signets of five hundred and seventy men who have
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"all futtered me upon the horns of this foul, this foolish, this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"filthy Ifrit; so give me also your two seal rings, ye pair of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,brothers. When they had drawn their two rings from their hands
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and given them to her, she said to them, Of a truth this If rit"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"bore me off on my bride night, and put me into a casket and set"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the casket in a coffer and to the coffer he affixed seven strong
THOUSAND NIGHTS AND A NIGHT ,Fantasy,padlocks of steel and deposited me on the deep bottom of the sea
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"that raves, dashing and clashing with waves; and guarded me so"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"that I might remain chaste and honest, quotha! none save himself"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,might have connexion with me. But I have lain under as many of my
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"kind as I please, and this wretched Jinni wotteth not that Des"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"tiny may not be averted nor hindered by aught, and that whatso"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,woman willeth the same she fulfilleth however man nilleth. Even
THOUSAND NIGHTS AND A NIGHT ,Fantasy,so saith one of them.--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Rely not on women; * Trust not to their hearts,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Whose joys and whose sorrows * Are hung to their parts!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Lying love they will swear thee * Whence guile ne'er departs:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Take Yusuf[FN#18] for sample * 'Ware sleights and 'ware smarts!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Iblis[FN#19] ousted Adam * (See ye not?) thro' their arts.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,And another saith:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Stint thy blame, man! 'Twill drive to a passion without bound; *"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     My fault is not so heavy as fault in it hast found.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"If true lover I become, then to me there cometh not * Save what"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     happened unto many in the bygone stound.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,For wonderful is he and right worthy of our praise * Who from
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     wiles of female wits kept him safe and kept him sound.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Hearing these words they marvelled with exceeding marvel, and she"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"went from them to the Ifrit and, taking up his head on her thigh"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"as before, said to them softly, Now wend your ways and bear"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,yourselves beyond the bounds of his malice. So they fared forth
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"saying either to other, Allah! Allah! and, There be no Majesty"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and there be no Might save in Allah, the Glorious, the Great; and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"with Him we seek refuge from women's malice and sleight, for of a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"truth it hath no mate in might. Consider, O my brother, the ways"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,of this marvellous lady with an Ifrit who is so much more
THOUSAND NIGHTS AND A NIGHT ,Fantasy,powerful than we are. Now since there hath hap pened to him a
THOUSAND NIGHTS AND A NIGHT ,Fantasy,greater mishap than that which befel us and which should bear us
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"abundant consolation, so return we to our countries and capitals,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and let us decide never to intermarry with womankind and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,presently we will show them what will be our action. Thereupon
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"they rode back to the tents of King Shahryar, which they reached"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"on the morning of the third day; and, having mustered the Wazirs"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and Emirs, the Chamberlains and high officials, he gave a robe of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,honour to his Viceroy and issued orders for an immediate return
THOUSAND NIGHTS AND A NIGHT ,Fantasy,to the city. There he sat him upon his throne and sending for the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Chief Minister, the father of the two damsels who (Inshallah!)"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"will presently be mentioned, he said, I command thee to take my"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wife and smite her to death; for she hath broken her plight and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,her faith. So he carried her to the place of execution and did
THOUSAND NIGHTS AND A NIGHT ,Fantasy,her die. Then King Shahryar took brand in hand and repairing to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the Serraglio slew all the concubines and their Mamelukes.[FN#20]
THOUSAND NIGHTS AND A NIGHT ,Fantasy,He also sware himself by a binding oath that whatever wife he
THOUSAND NIGHTS AND A NIGHT ,Fantasy,married he would abate her maidenhead at night and slay her next
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"morning to make sure of his honour; For, said he, there never"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,was nor is there one chaste woman upon face of earth. Then Shah
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Zaman prayed for permission to fare homewards; and he went forth
THOUSAND NIGHTS AND A NIGHT ,Fantasy,equipped and escorted and travelled till he reached his own
THOUSAND NIGHTS AND A NIGHT ,Fantasy,country. Mean while Shahryar commanded his Wazir to bring him the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,bride of the night that he might go in to her; so he produced a
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"most beautiful girl, the daughter of one of the Emirs and the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,King went in unto her at eventide and when morning dawned he bade
THOUSAND NIGHTS AND A NIGHT ,Fantasy,his Minister strike off her head; and the Wazir did accordingly
THOUSAND NIGHTS AND A NIGHT ,Fantasy,for fear of the Sultan. On this wise he continued for the space
